Status,CreditGrade,Amount,Age,InterestRate
Current,A,5000,6,0.1
Current,A,5400,7,0.105
Current,A,3500,8,0.1111
Current,A,25000,2,0.18
Current,A,15000,1,0.13
Current,A,2000,1,0.0829
Current,AA,2500,1,0.082
Current,AA,1000,1,0.082
Current,AA,25000,2,0.14
Current,AA,6000,3,0.15
Current,B,9000,7,0.1575
Current,B,7000,4,0.1086
Current,B,2900,5,0.135
Current,B,7500,6,0.15
Current,B,9500,4,0.1371
Current,B,2700,3,0.13
Current,B,6001,3,0.11
Current,B,15000,2,0.17
Current,C,10000,1,0.1344
Current,C,2000,1,0.12
Current,C,5000,1,0.17
Current,C,20000,1,0.1552
Current,C,10500,3,0.15
Current,C,4400,1,0.175
Current,C,5500,3,0.155
Current,C,3050,5,0.1545
Current,C,5050,4,0.135
Current,C,1850,4,0.133
Current,C,1200,3,0.15
Current,C,10000,5,0.26
Current,C,6800,4,0.23
Current,C,2300,5,0.2
Current,C,1000,4,0.1466
Current,C,5000,6,0.21
Current,C,3750,3,0.148
Current,D,3800,9,0.22
Current,D,5000,5,0.222
Current,D,25000,4,0.29
Current,D,3000,7,0.1575
Current,D,3000,7,0.23
Current,D,3000,5,0.2045
Current,D,1400,4,0.25
Current,D,5000,3,0.222
Current,D,3000,2,0.1865
Current,D,1750,6,0.16
Current,D,5000,1,0.21
Current,D,3000,1,0.138
Current,D,5000,1,0.1514
Current,D,1700,7,0.1725
Current,D,2550,1,0.2
Current,E,10000,1,0.22
Current,E,25000,3,0.24
Current,E,6000,1,0.2459
Current,E,5500,1,0.239
Current,E,2500,1,0.17
Current,E,1600,6,0.2208
Current,E,3500,1,0.2395
Current,E,3000,1,0.27
Current,E,3000,2,0.2295
Current,E,1000,2,0.28
Current,E,2000,2,0.28
Current,E,3000,3,0.29
Current,E,1000,7,0.2
Current,E,2500,1,0.2
Current,E,5200,6,0.2875
Current,E,2550,6,0.2675
Current,E,2000,7,0.1575
Current,E,1000,4,0.29
Current,E,3001,4,0.29
Current,E,2550,5,0.29
Current,E,1000,8,0.2875
Current,E,1000,9,0.235
Current,E,1000,1,0.137
Current,HR,3500,5,0.29
Current,HR,2000,2,0.29
Current,HR,2550,7,0.2449
Current,HR,1000,5,0.17
Current,HR,1000,3,0.17
Current,HR,2000,1,0.1795
Current,HR,1300,3,0.11
Current,HR,4000,1,0.29
Current,HR,1000,2,0.29
Current,HR,1500,7,0.187
Current,HR,1200,2,0.29
Current,HR,3500,2,0.29
Current,HR,10000,7,0.2375
Current,HR,2500,3,0.29
Default,D,2000,7,0.24
Late,D,2300,5,0.25
Late,HR,2800,6,0.2875
Current,A,7000,9,0.115
Current,D,3001,9,0.348
Current,A,5000,4,0.17
Current,A,8500,4,0.12
Current,A,20000,2,0.15
Current,A,1500,5,0.09
Current,AA,6300,1,0.0999
Current,AA,15000,2,0.125
Current,AA,6001,7,0.109
Current,AA,3500,7,0.0975
Current,AA,2800,8,0.1565
Current,AA,17000,3,0.1145
Current,B,4000,8,0.185
Current,B,8000,7,0.14
Current,B,10001,6,0.195
Current,B,5000,4,0.22
Current,B,10000,5,0.1308
Current,B,4400,4,0.1275
Current,B,10000,4,0.143
Current,B,2500,4,0.118
Current,B,10000,4,0.15
Current,B,6000,5,0.1225
Current,C,8000,1,0.14
Current,C,5000,1,0.17
Current,C,3000,1,0.1175
Current,C,15000,2,0.17
Current,C,10000,2,0.22
Current,C,3000,1,0.11
Current,C,2500,3,0.1389
Current,C,13000,5,0.197
Current,C,3480,5,0.2225
Current,C,2000,6,0.2
Current,C,18000,3,0.2
Current,C,7500,6,0.15
Current,C,10000,4,0.22
Current,C,12000,2,0.185
Current,C,1900,6,0.1385
Current,C,3000,6,0.1342
Current,C,3000,10,0.15
Current,C,5500,3,0.183
Current,C,10000,3,0.1925
Current,D,5000,6,0.28
Current,D,3500,7,0.28
Current,D,6000,6,0.2
Current,D,3000,5,0.246
Current,D,1700,3,0.15
Current,D,2200,5,0.1639
Current,D,6100,3,0.187
Current,D,3001,3,0.23
Current,D,4000,3,0.2
Current,D,5000,2,0.25
Current,D,6000,1,0.21
Current,D,1750,1,0.14
Current,D,25000,1,0.27
Current,E,1000,1,0.27
Current,E,5499,1,0.27
Current,E,6001,6,0.22
Current,E,9000,1,0.195
Current,E,8000,7,0.23
Current,E,3000,4,0.29
Current,E,3000,4,0.27
Current,E,3000,5,0.2
Current,E,2500,6,0.22
Current,E,3300,2,0.27
Current,E,1400,5,0.21
Current,E,1000,5,0.2
Current,E,2000,5,0.28
Current,E,1300,3,0.1795
Current,E,9000,3,0.29
Current,E,2600,5,0.15
Current,E,4000,4,0.25
Current,E,1000,6,0.1575
Current,E,6001,4,0.22
Current,E,10000,3,0.29
Current,E,3500,3,0.29
Current,HR,2000,1,0.3
Current,HR,3000,6,0.25
Current,HR,1000,4,0.29
Current,HR,3001,5,0.29
Current,HR,2999,4,0.17
Current,HR,1000,3,0.24
Current,HR,5000,3,0.19
Current,HR,2000,6,0.1575
Current,HR,1000,2,0.17
Current,HR,1500,6,0.25
Current,HR,1000,2,0.23
Current,HR,1000,1,0.17
Current,HR,2600,2,0.27
Current,HR,3500,1,0.24
Current,HR,2550,1,0.2625
Current,HR,1000,2,0.29
Current,HR,1350,1,0.29
Current,HR,7500,2,0.205
Current,HR,6000,1,0.1975
Current,HR,3550,1,0.29
Current,HR,3000,1,0.28
Late,HR,1000,8,0.2075
Current,D,3100,10,0.3
Current,D,5000,9,0.1775
Current,C,1000,10,0.0775
Current,A,6500,9,0.1492
Current,A,2550,4,0.1148
Current,A,12500,6,0.108
Current,A,13000,6,0.1471
Current,A,15200,4,0.13
Current,A,17900,3,0.1333
Current,A,5750,1,0.075
Current,AA,2550,1,0.08
Current,AA,1500,1,0.0875
Current,AA,5000,1,0.0895
Current,AA,3000,7,0.0987
Current,AA,7000,5,0.1015
Current,AA,2000,2,0.08
Current,AA,12500,3,0.1019
Current,AA,1000,5,0.15
Current,AA,25000,1,0.12
Current,B,5407,4,0.1208
Current,B,2500,3,0.16
Current,B,3000,9,0.12
Current,B,6000,1,0.1053
Current,B,25000,1,0.18
Current,B,5500,2,0.115
Current,B,10500,3,0.141
Current,B,5500,4,0.145
Current,B,3000,6,0.1135
Current,B,6001,6,0.2
Current,B,5000,7,0.1575
Current,B,12500,1,0.1405
Current,B,20000,2,0.17
Current,B,6200,1,0.1315
Current,C,2000,0,0.18
Current,C,4500,1,0.142
Current,C,2550,7,0.155
Current,C,6000,6,0.1575
Current,C,3000,2,0.17
Current,C,17127,3,0.17
Current,C,3000,6,0.16
Current,C,3000,5,0.15
Current,C,3001,8,0.17
Current,C,2000,5,0.1225
Current,C,16000,7,0.18
Current,C,15000,3,0.155
Current,C,10135,4,0.239
Current,C,4800,3,0.22
Current,C,5000,4,0.19
Current,C,2000,5,0.173
Current,C,25000,5,0.1595
Current,C,10000,7,0.19
Current,C,3500,2,0.15
Current,C,4500,2,0.143
Current,D,8000,3,0.2
Current,D,5800,3,0.24
Current,D,6001,6,0.2275
Current,D,10000,7,0.21
Current,D,10002,5,0.222
Current,D,9800,4,0.1871
Current,D,6001,2,0.23
Current,D,1500,1,0.185
Current,D,3500,1,0.22
Current,D,5000,4,0.29
Current,D,3000,8,0.1775
Current,D,10000,5,0.2325
Current,D,2000,4,0.17
Current,D,2900,2,0.215
Current,D,6000,2,0.1914
Current,D,3700,1,0.145
Current,D,5000,2,0.195
Current,D,3000,5,0.2689
Current,D,2550,2,0.19
Current,D,8500,1,0.1795
Current,D,1200,1,0.145
Current,D,3500,2,0.1845
Current,D,2000,3,0.2
Current,E,1350,3,0.194
Current,E,1000,2,0.29
Current,E,4500,3,0.22
Current,E,5000,3,0.28
Current,E,8000,3,0.25
Current,E,3000,3,0.29
Current,E,2550,1,0.2
Current,E,3250,7,0.243
Current,E,3500,6,0.1775
Current,E,9500,5,0.2725
Current,E,3000,6,0.28
Current,E,5000,3,0.26
Current,E,3800,1,0.29
Current,E,3000,3,0.1919
Current,E,3000,6,0.275
Current,E,2000,5,0.23
Current,E,20000,3,0.25
Current,E,1500,4,0.15
Current,E,1000,1,0.165
Current,HR,1000,7,0.2186
Current,HR,2950,1,0.2395
Current,HR,7000,7,0.28
Current,HR,2700,7,0.26
Current,HR,2550,8,0.2375
Current,HR,3000,6,0.2375
Current,HR,1500,1,0.09
Current,HR,1000,1,0.164
Current,HR,1100,2,0.27
Current,HR,1500,3,0.24
Current,HR,1000,2,0.2
Current,HR,1000,7,0.2525
Current,HR,1000,1,0.17
Current,HR,3000,1,0.27
Current,HR,3000,1,0.14
Current,HR,1640,6,0.2875
Late,E,3000,4,0.269
Late,E,2000,4,0.29
Late,HR,3031,6,0.285
Late,HR,3000,9,0.1775
Late,HR,1000,6,0.2875
Late,AA,25000,4,0.15
Current,HR,3001,8,0.23
Current,C,3500,10,0.1495
Current,E,3000,8,0.24
Late,C,12500,8,0.22
Current,C,5000,8,0.17
Current,D,3000,8,0.2375
Current,D,1000,11,0.11
Current,D,1100,10,0.1575
Current,AA,3000,10,0.0975
Current,A,3500,7,0.099
Current,A,9000,6,0.14
Current,A,5560,5,0.1121
Current,A,25000,4,0.16
Current,A,15000,6,0.1545
Current,A,10000,5,0.21
Current,A,4500,2,0.09
Current,A,10000,3,0.1393
Current,A,2000,1,0.0879
Current,AA,1000,1,0.07
Current,AA,10000,2,0.0945
Current,AA,10000,5,0.15
Current,AA,5200,5,0.17
Current,AA,25000,3,0.16
Current,AA,3150,4,0.15
Current,B,6500,6,0.15
Current,B,8000,4,0.18
Current,B,9000,5,0.1515
Current,B,5000,3,0.135
Current,B,5000,6,0.12
Current,B,2500,1,0.098
Current,B,10000,2,0.2
Current,B,3000,3,0.1269
Current,B,5600,1,0.124
Current,B,10000,1,0.139
Current,B,1500,1,0.0997
Current,C,3500,3,0.128
Current,C,2000,5,0.15
Current,C,2500,6,0.1775
Current,C,9900,1,0.175
Current,C,5000,7,0.17
Current,C,1000,8,0.2375
Current,C,5000,3,0.24
Current,D,8000,2,0.29
Current,D,3001,8,0.245
Current,D,1790,6,0.262
Current,D,1361,6,0.2875
Current,D,3005,4,0.27
Current,D,3000,5,0.24
Current,D,2100,4,0.17
Current,D,6500,0,0.1795
Current,D,2000,7,0.2875
Current,D,4000,4,0.27
Current,D,12500,1,0.2
Current,D,3000,4,0.22
Current,D,20000,3,0.27
Current,D,3500,2,0.2
Current,E,1000,1,0.11
Current,E,5500,1,0.29
Current,E,4500,1,0.273
Current,E,1000,1,0.1995
Current,E,1400,3,0.175
Current,E,2550,2,0.29
Current,E,3000,4,0.25
Current,E,2300,4,0.29
Current,E,4995,4,0.275
Current,E,3000,5,0.23
Current,E,2550,2,0.235
Current,E,3500,6,0.2475
Current,E,6001,6,0.2375
Current,E,2000,7,0.2875
Current,E,3050,1,0.29
Current,E,3300,8,0.2375
Current,E,1000,2,0.2253
Current,HR,1100,5,0.24
Current,HR,3000,4,0.2599
Current,HR,1800,5,0.28
Current,HR,6500,6,0.28
Current,HR,1000,2,0.18
Current,HR,6001,2,0.2
Current,HR,4250,0,0.2399
Current,HR,3000,3,0.285
Current,HR,3002,4,0.29
Current,HR,1200,2,0.22
Current,HR,2500,1,0.22
Current,HR,2000,1,0.26
Current,HR,1000,2,0.25
Current,HR,3000,1,0.15
Late,D,3000,7,0.26
Late,D,8000,7,0.2875
Late,E,2000,7,0.2375
Late,E,1000,6,0.21
Late,HR,1000,6,0.1175
Current,C,3001,8,0.145
Current,D,2300,9,0.21
Current,D,2550,9,0.2375
Current,D,2000,9,0.2375
Current,C,6600,9,0.215
Current,D,3500,8,0.2065
Current,D,2500,8,0.2375
Current,AA,15000,10,0.1195
Current,D,3000,8,0.2
Current,A,9000,4,0.115
Current,A,3000,4,0.1565
Current,A,7500,4,0.1119
Current,A,1000,3,0.084
Current,A,3300,5,0.11
Current,A,8000,5,0.1094
Current,A,4900,4,0.2
Current,A,3000,7,0.1225
Current,A,12800,6,0.14
Current,A,10000,3,0.169
Current,A,5000,7,0.12
Current,A,15000,2,0.169
Current,AA,5000,1,0.086
Current,AA,16000,3,0.147
Current,AA,25000,3,0.1675
Current,B,5000,2,0.15
Current,B,10000,6,0.1575
Current,B,5700,1,0.117
Current,B,5000,7,0.115
Current,B,21000,5,0.155
Current,B,10000,4,0.1249
Current,B,17500,2,0.1593
Current,B,9500,3,0.1325
Current,B,3050,2,0.185
Current,B,25000,2,0.225
Current,B,6000,1,0.114
Current,C,7000,1,0.21
Current,C,7000,1,0.139
Current,C,10000,1,0.155
Current,C,5000,2,0.21
Current,C,5000,2,0.16
Current,C,3000,3,0.15
Current,C,7500,3,0.146
Current,C,4615,1,0.1545
Current,C,13000,4,0.1725
Current,C,5000,5,0.2
Current,C,10000,2,0.17
Current,C,6000,5,0.133
Current,C,3000,8,0.17
Current,C,7500,4,0.1444
Current,C,5000,4,0.21
Current,C,2500,7,0.137
Current,C,5000,6,0.14
Current,D,7500,1,0.23
Current,D,6000,3,0.29
Current,D,3500,5,0.195
Current,D,3000,8,0.23
Current,D,3250,5,0.162
Current,D,2500,2,0.15
Current,D,10001,1,0.26
Current,D,1000,1,0.2
Current,D,5000,1,0.25
Current,D,5000,1,0.1685
Current,E,1700,1,0.2295
Current,E,1600,6,0.22
Current,E,4600,4,0.15
Current,E,3500,2,0.29
Current,E,3000,1,0.195
Current,E,1200,1,0.24
Current,E,3500,5,0.29
Current,E,2295,2,0.1939
Current,E,4500,7,0.2875
Current,E,3001,4,0.255
Current,E,2000,4,0.24
Current,E,5000,5,0.282
Current,E,2500,5,0.28
Current,E,2600,7,0.2875
Current,E,2000,3,0.253
Current,E,3000,8,0.2375
Current,E,6500,4,0.29
Current,E,5000,1,0.29
Current,E,1250,3,0.2
Current,E,1000,5,0.27
Current,E,3500,5,0.29
Current,E,6350,1,0.29
Current,E,3001,6,0.2725
Current,E,4000,5,0.29
Current,E,3001,6,0.2875
Current,E,4500,7,0.165
Current,HR,3500,5,0.29
Current,HR,1000,3,0.15
Current,HR,6000,4,0.29
Current,HR,3500,3,0.25
Current,HR,1000,3,0.27
Current,HR,1000,1,0.2298
Current,HR,1000,2,0.15
Current,HR,2499,2,0.29
Current,HR,1000,1,0.225
Current,HR,1350,1,0.27
Current,HR,2500,1,0.2699
Late,HR,1500,3,0.11
Late,A,3500,5,0.111
Current,E,3001,9,0.3575
Current,A,10000,9,0.15
Current,D,10000,9,0.225
Current,D,1500,8,0.185
Current,C,3000,9,0.2375
Current,A,4500,5,0.14
Current,A,7000,7,0.14
Current,A,20000,6,0.127
Current,A,3500,3,0.1012
Current,AA,17500,1,0.1043
Current,AA,10000,2,0.1475
Current,AA,4275,3,0.09
Current,AA,1200,5,0.09
Current,AA,15000,4,0.1312
Current,B,10200,7,0.21
Current,B,7000,2,0.135
Current,B,10000,3,0.15
Current,B,20000,3,0.164
Current,B,3350,1,0.1085
Current,B,5000,3,0.1399
Current,B,7500,1,0.135
Current,B,3001,2,0.14
Current,C,3000,1,0.17
Current,C,10000,3,0.1775
Current,C,14000,1,0.22
Current,C,5000,2,0.135
Current,C,6000,2,0.17
Current,C,1000,3,0.105
Current,C,7000,4,0.188
Current,C,10500,5,0.1925
Current,C,5500,5,0.149
Current,C,6000,5,0.15
Current,C,2000,4,0.13
Current,D,5000,3,0.222
Current,D,2500,4,0.23
Current,D,4000,4,0.1789
Current,D,3000,8,0.2375
Current,D,7000,7,0.19
Current,D,11500,3,0.1999
Current,D,5000,3,0.1561
Current,D,2500,3,0.29
Current,D,3001,5,0.2489
Current,D,3000,1,0.16
Current,D,3000,3,0.1615
Current,D,6000,3,0.2294
Current,D,5000,2,0.17
Current,D,4000,1,0.187
Current,D,3000,8,0.1775
Current,D,4500,1,0.2
Current,D,3000,2,0.22
Current,D,2500,1,0.17
Current,D,1600,1,0.16
Current,E,1000,1,0.19
Current,E,2500,1,0.29
Current,E,7500,3,0.2134
Current,E,2600,7,0.1725
Current,E,1500,1,0.29
Current,E,1000,1,0.26
Current,E,3531,1,0.2395
Current,E,5000,5,0.29
Current,E,4000,1,0.18
Current,E,2550,4,0.29
Current,E,4000,5,0.23
Current,E,2300,6,0.28
Current,E,3000,7,0.2375
Current,E,1800,7,0.2265
Current,E,3500,5,0.29
Current,E,5000,7,0.28
Current,E,2550,1,0.225
Current,HR,2500,2,0.17
Current,HR,6000,4,0.0925
Current,HR,2500,2,0.28
Current,HR,1000,6,0.29
Current,HR,3000,4,0.29
Current,HR,1525,2,0.2
Current,HR,6000,1,0.28
Current,HR,6000,3,0.19
Current,HR,4000,3,0.29
Current,HR,3500,3,0.18
Current,HR,2550,2,0.29
Current,HR,1050,2,0.23
Current,HR,2550,1,0.25
Current,HR,5000,1,0.289
Current,HR,3225,6,0.28
Late,D,3001,5,0.285
Late,E,2550,6,0.25
Current,C,6500,11,0.13
Current,HR,4000,9,0.2375
Current,D,3000,10,0.23
Current,C,13000,9,0.21
Late,C,6000,10,0.155
Current,A,5000,1,0.11
Current,A,5000,4,0.1089
Current,A,15000,6,0.1225
Current,A,4600,4,0.12
Current,A,10000,3,0.13
Current,A,5000,2,0.1055
Current,AA,5000,1,0.0873
Current,AA,1000,2,0.08
Current,AA,12000,5,0.2
Current,AA,4000,7,0.11
Current,B,18300,3,0.1725
Current,B,15000,1,0.144
Current,B,4000,5,0.12
Current,B,15000,2,0.15
Current,B,1000,6,0.1
Current,B,25000,2,0.1724
Current,B,8000,4,0.128
Current,B,12000,1,0.13
Current,C,1500,7,0.183
Current,C,3600,1,0.13
Current,C,1000,1,0.1155
Current,C,8000,2,0.17
Current,C,3000,3,0.16
Current,C,14000,1,0.23
Current,C,7000,1,0.1775
Current,C,5000,2,0.1366
Current,C,11000,2,0.2
Current,C,4500,2,0.1544
Current,C,3000,4,0.155
Current,C,25000,5,0.29
Current,C,10000,2,0.1695
Current,C,3500,4,0.145
Current,C,3500,3,0.19
Current,C,5000,8,0.27
Current,C,8000,5,0.1761
Current,C,3000,6,0.1575
Current,C,7400,5,0.17
Current,C,20000,5,0.2144
Current,C,7500,2,0.185
Current,C,9000,4,0.1475
Current,D,5000,5,0.222
Current,D,4100,4,0.1721
Current,D,4250,7,0.207
Current,D,3250,5,0.2
Current,D,3000,1,0.205
Current,D,5000,2,0.188
Current,D,7000,2,0.219
Current,D,1500,2,0.2
Current,D,1500,6,0.1775
Current,D,6000,3,0.2014
Current,E,2500,4,0.2815
Current,E,3000,1,0.2205
Current,E,2500,1,0.23
Current,E,2100,1,0.26
Current,E,1800,1,0.185
Current,E,3000,5,0.29
Current,E,5000,6,0.29
Current,E,3001,8,0.2375
Current,E,4000,1,0.15
Current,E,10000,7,0.26
Current,E,5000,5,0.29
Current,E,6500,5,0.29
Current,E,6000,7,0.2875
Current,E,5000,6,0.2075
Current,E,1500,6,0.27
Current,HR,5000,4,0.278
Current,HR,1500,4,0.219
Current,HR,1000,2,0.17
Current,HR,2000,8,0.2374
Current,HR,5000,1,0.2
Current,HR,1025,3,0.1625
Late,E,2550,7,0.2875
Late,HR,2550,4,0.29
Default,HR,2000,10,0.35
Current,A,10000,10,0.0997
Current,AA,2550,9,0.095
Current,B,6000,9,0.1505
Current,C,3500,9,0.22
Current,A,5000,8,0.119
Current,A,25000,5,0.1425
Current,A,6300,6,0.135
Current,A,20000,3,0.13
Current,A,19000,2,0.1425
Current,AA,4000,2,0.0925
Current,AA,15000,7,0.1498
Current,AA,15000,6,0.1065
Current,B,3000,5,0.2
Current,B,7000,7,0.2075
Current,B,5000,6,0.139
Current,B,6500,8,0.1825
Current,B,1000,5,0.15
Current,B,9500,6,0.1545
Current,B,10000,6,0.13
Current,B,3000,6,0.14
Current,B,6800,7,0.1325
Current,B,6000,5,0.11
Current,B,12000,1,0.125
Current,B,5500,6,0.1295
Current,B,25000,2,0.28
Current,B,3000,5,0.2025
Current,C,10000,1,0.1495
Current,C,15700,1,0.2
Current,C,3500,2,0.17
Current,C,7750,3,0.1875
Current,C,1600,1,0.1775
Current,C,10000,7,0.1614
Current,C,15000,2,0.235
Current,C,11500,1,0.1838
Current,C,4300,4,0.18
Current,C,6500,4,0.1623
Current,C,6000,2,0.1544
Current,C,3500,6,0.235
Current,C,6500,3,0.25
Current,C,6566,6,0.26
Current,C,2500,3,0.18
Current,C,4500,9,0.21
Current,C,1500,3,0.138
Current,C,1000,6,0.2075
Current,C,2000,8,0.15
Current,D,5000,4,0.24
Current,D,2500,4,0.23
Current,D,2700,3,0.237
Current,D,5000,5,0.189
Current,D,1860,5,0.25
Current,D,1500,5,0.18
Current,D,3000,3,0.1975
Current,D,3500,1,0.195
Current,D,1000,8,0.23
Current,D,2000,2,0.1999
Current,E,2550,1,0.29
Current,E,4000,2,0.29
Current,E,5000,2,0.17
Current,E,3000,2,0.29
Current,E,3000,5,0.29
Current,E,1200,1,0.15
Current,E,3001,4,0.2892
Current,E,10000,6,0.24
Current,E,3000,6,0.235
Current,E,3500,5,0.2889
Current,E,6001,6,0.2275
Current,E,3000,4,0.29
Current,E,2550,4,0.29
Current,E,2600,5,0.29
Current,E,2501,5,0.29
Current,E,6050,3,0.29
Current,E,2550,4,0.29
Current,E,2550,1,0.28
Current,HR,1100,2,0.29
Current,HR,1250,4,0.2895
Current,HR,2100,2,0.29
Current,HR,1500,2,0.29
Current,HR,2740,4,0.22
Current,HR,2000,1,0.29
Current,HR,1150,1,0.17
Current,HR,2700,3,0.2575
Current,HR,1000,2,0.15
Current,HR,2550,1,0.29
Current,HR,1525,1,0.29
Current,HR,3100,6,0.28
Late,HR,1250,3,0.16
Late,HR,5250,3,0.2
Late,HR,1000,6,0.28
Current,B,3001,9,0.2
Current,HR,1500,9,0.23
Current,A,10000,5,0.1425
Current,A,7500,5,0.1387
Current,A,10000,4,0.1715
Current,A,1000,5,0.095
Current,A,20000,5,0.1299
Current,A,22000,1,0.1555
Current,A,18500,1,0.14
Current,AA,1000,5,0.0825
Current,B,25000,5,0.1898
Current,B,5000,4,0.1259
Current,B,5800,6,0.1685
Current,B,6002,5,0.1499
Current,B,3500,8,0.2
Current,B,10000,4,0.17
Current,B,5000,4,0.1298
Current,B,5000,4,0.12
Current,B,4500,2,0.16
Current,C,7400,3,0.25
Current,C,2800,1,0.1714
Current,C,2025,7,0.145
Current,C,3000,4,0.2
Current,C,2500,7,0.1444
Current,C,10000,4,0.1945
Current,C,3900,4,0.17
Current,C,15000,8,0.215
Current,C,2500,3,0.18
Current,C,4000,2,0.1395
Current,D,7500,2,0.222
Current,D,2500,7,0.2295
Current,D,3500,6,0.25
Current,D,5500,5,0.29
Current,D,1000,3,0.152
Current,D,2000,1,0.2
Current,D,10000,3,0.155
Current,D,1800,3,0.17
Current,D,1000,3,0.15
Current,D,15000,2,0.2365
Current,D,15000,3,0.1895
Current,E,4800,1,0.29
Current,E,2500,1,0.23
Current,E,12000,1,0.27
Current,E,1900,1,0.29
Current,E,2550,1,0.27
Current,E,11000,7,0.0875
Current,E,1500,1,0.2799
Current,E,4500,2,0.23
Current,E,3000,3,0.2
Current,E,1025,1,0.2
Current,E,2550,4,0.26
Current,E,6000,5,0.27
Current,E,2000,5,0.24
Current,E,2500,7,0.225
Current,E,2500,1,0.25
Current,E,2000,3,0.2325
Current,E,3500,4,0.29
Current,E,3500,3,0.29
Current,HR,6001,4,0.1111
Current,HR,1500,2,0.17
Current,HR,1000,7,0.1575
Current,HR,2550,5,0.27
Current,HR,1500,3,0.2795
Current,HR,4000,2,0.27
Current,HR,1400,1,0.17
Current,HR,1000,2,0.2685
Current,HR,6500,1,0.2495
Current,D,3000,10,0.22
Current,D,1200,9,0.23
Current,C,4800,8,0.135
Current,A,7000,10,0.1075
Current,D,3001,10,0.235
Current,B,10000,9,0.17
Default,C,3000,10,0.3
Current,A,10000,2,0.1239
Current,A,10000,5,0.1325
Current,A,20000,5,0.165
Current,A,2550,2,0.105
Current,AA,5000,8,0.115
Current,AA,3000,5,0.1293
Current,B,2500,2,0.12
Current,B,11500,2,0.135
Current,B,7000,5,0.15
Current,B,15000,4,0.1599
Current,B,5000,5,0.24
Current,B,2000,5,0.1299
Current,B,10000,2,0.165
Current,B,15000,3,0.21
Current,B,7000,7,0.145
Current,B,13500,1,0.165
Current,B,12000,1,0.127
Current,C,7500,1,0.196
Current,C,10000,4,0.275
Current,C,1425,7,0.15
Current,C,10000,4,0.1735
Current,C,3500,7,0.1694
Current,C,3000,3,0.13
Current,C,1000,8,0.17
Current,C,18000,1,0.1725
Current,C,10000,1,0.1945
Current,D,3000,3,0.24
Current,D,9600,3,0.2775
Current,D,7500,1,0.175
Current,D,1000,6,0.1915
Current,D,6500,5,0.29
Current,D,2100,1,0.2639
Current,D,6000,4,0.29
Current,D,5000,4,0.24
Current,D,1500,4,0.155
Current,D,3050,3,0.249
Current,D,1000,5,0.18
Current,D,6500,5,0.29
Current,D,4000,8,0.2375
Current,D,5000,4,0.185
Current,D,4500,3,0.22
Current,D,1000,4,0.15
Current,D,1100,3,0.11
Current,D,6001,2,0.1938
Current,D,3000,2,0.1687
Current,D,4000,4,0.288
Current,D,9000,1,0.2025
Current,D,2000,6,0.24
Current,E,10000,2,0.29
Current,E,2550,2,0.29
Current,E,2000,5,0.2
Current,E,1200,2,0.26
Current,E,3001,2,0.29
Current,E,4000,2,0.23
Current,E,3000,5,0.2575
Current,E,1800,4,0.29
Current,E,8701,3,0.2335
Current,E,20000,2,0.29
Current,E,1500,5,0.275
Current,E,3000,6,0.2875
Current,E,5000,4,0.23
Current,HR,2000,2,0.29
Current,HR,1300,7,0.27
Current,HR,3001,5,0.27
Current,HR,1600,5,0.2825
Current,HR,1000,2,0.28
Current,HR,2000,1,0.29
Current,HR,1000,2,0.095
Current,HR,1525,2,0.19
Current,HR,2500,6,0.2875
Current,HR,3000,1,0.29
Current,HR,1000,2,0.27
Current,HR,1000,2,0.2395
Current,HR,3500,2,0.29
Current,NC,1500,2,0.23
Late,D,10000,4,0.248
Late,E,7500,3,0.07
Late,E,5000,6,0.2375
Late,HR,2500,7,0.2875
Late,B,12000,8,0.23
Late,HR,1200,7,0.27
Late,D,2550,2,0.2
Late,E,3000,2,0.29
Current,C,5500,8,0.1575
Current,B,7000,8,0.1575
Current,AA,4200,10,0.0875
Current,D,3000,8,0.2375
Late,A,20000,10,0.159
Current,C,3500,10,0.275
Current,A,6000,1,0.1275
Current,A,3000,5,0.095
Current,A,25000,5,0.1345
Current,A,7500,6,0.115
Current,AA,6500,1,0.13
Current,B,6001,2,0.17
Current,B,2000,5,0.14
Current,B,3000,3,0.18
Current,B,2850,2,0.1295
Current,B,2500,7,0.16
Current,B,4000,8,0.1385
Current,B,12000,7,0.1525
Current,B,2000,1,0.15
Current,C,4200,0,0.15
Current,C,1400,2,0.16
Current,C,4500,2,0.165
Current,C,3000,1,0.17
Current,C,5000,1,0.195
Current,C,10000,2,0.19
Current,C,7500,5,0.184
Current,C,7500,6,0.17
Current,C,3000,6,0.1775
Current,C,5000,3,0.16
Current,C,5500,6,0.165
Current,C,3000,5,0.2025
Current,C,4000,6,0.145
Current,C,4000,7,0.1474
Current,D,3600,4,0.25
Current,D,3001,6,0.279
Current,D,3001,4,0.28
Current,D,15000,3,0.23
Current,D,5000,4,0.249
Current,D,1500,4,0.15
Current,E,9000,5,0.26
Current,E,4500,1,0.2
Current,E,3001,2,0.24
Current,E,1400,4,0.15
Current,E,5000,5,0.254
Current,E,3500,4,0.29
Current,E,3001,5,0.2198
Current,E,2550,6,0.2875
Current,HR,4500,5,0.29
Current,HR,1000,6,0.2875
Current,HR,4000,2,0.29
Current,HR,2000,3,0.2675
Current,HR,1000,2,0.15
Current,HR,1025,1,0.25
Current,HR,6200,3,0.29
Current,HR,2000,2,0.17
Default,HR,1200,7,0.28
